Date,Time,Time of Day,Second,Kelvins
2020-06-12,16:28,Late Afternoon,41,3218
2020-06-12,16:28,Late Afternoon,43,3217
2020-06-12,16:28,Late Afternoon,46,3216
2020-06-12,16:28,Late Afternoon,48,3215
2020-06-12,16:28,Late Afternoon,51,3214
2020-06-12,16:28,Late Afternoon,53,3213
2020-06-12,16:28,Late Afternoon,55,3212
2020-06-12,16:28,Late Afternoon,58,3211
2020-06-12,16:29,Late Afternoon,0,3210
2020-06-12,16:29,Late Afternoon,3,3209
2020-06-12,16:29,Late Afternoon,5,3208
2020-06-12,16:29,Late Afternoon,7,3207
2020-06-12,16:29,Late Afternoon,10,3206
2020-06-12,16:29,Late Afternoon,12,3205
2020-06-12,16:29,Late Afternoon,15,3204
2020-06-12,16:29,Late Afternoon,17,3203
2020-06-12,16:29,Late Afternoon,19,3202
2020-06-12,16:29,Late Afternoon,22,3201
2020-06-12,16:29,Late Afternoon,24,3200
2020-06-12,16:29,Late Afternoon,27,3199
2020-06-12,16:29,Late Afternoon,29,3198
2020-06-12,16:29,Late Afternoon,31,3197
2020-06-12,16:29,Late Afternoon,34,3196
2020-06-12,16:29,Late Afternoon,36,3195
2020-06-12,16:29,Late Afternoon,39,3194
2020-06-12,16:29,Late Afternoon,41,3193
2020-06-12,16:29,Late Afternoon,43,3192
2020-06-12,16:29,Late Afternoon,46,3191
2020-06-12,16:29,Late Afternoon,48,3190
2020-06-12,16:29,Late Afternoon,51,3189
2020-06-12,16:29,Late Afternoon,53,3188
2020-06-12,16:29,Late Afternoon,55,3187
2020-06-12,16:29,Late Afternoon,58,3186
2020-06-12,16:30,Late Afternoon,0,3185
2020-06-12,16:30,Late Afternoon,3,3184
2020-06-12,16:30,Late Afternoon,5,3183
2020-06-12,16:30,Late Afternoon,7,3182
2020-06-12,16:30,Late Afternoon,10,3181
2020-06-12,16:30,Late Afternoon,12,3180
2020-06-12,16:30,Late Afternoon,15,3179
2020-06-12,16:30,Late Afternoon,17,3178
2020-06-12,16:30,Late Afternoon,19,3177
2020-06-12,16:30,Late Afternoon,22,3176
2020-06-12,16:30,Late Afternoon,24,3175
2020-06-12,16:30,Late Afternoon,27,3174
2020-06-12,16:30,Late Afternoon,29,3173
2020-06-12,16:30,Late Afternoon,31,3172
2020-06-12,16:30,Late Afternoon,34,3171
2020-06-12,16:30,Late Afternoon,36,3170
2020-06-12,16:30,Late Afternoon,39,3169
2020-06-12,16:30,Late Afternoon,41,3168
2020-06-12,16:30,Late Afternoon,43,3167
2020-06-12,16:30,Late Afternoon,46,3166
2020-06-12,16:30,Late Afternoon,48,3165
2020-06-12,16:30,Late Afternoon,51,3164
2020-06-12,16:30,Late Afternoon,53,3163
2020-06-12,16:30,Late Afternoon,55,3162
2020-06-12,16:30,Late Afternoon,58,3161
2020-06-12,16:31,Late Afternoon,0,3160
2020-06-12,16:31,Late Afternoon,3,3159
2020-06-12,16:31,Late Afternoon,5,3158
2020-06-12,16:31,Late Afternoon,7,3157
2020-06-12,16:31,Late Afternoon,10,3156
2020-06-12,16:31,Late Afternoon,12,3155
2020-06-12,16:31,Late Afternoon,15,3154
2020-06-12,16:31,Late Afternoon,17,3153
2020-06-12,16:31,Late Afternoon,19,3152
2020-06-12,16:31,Late Afternoon,22,3151
2020-06-12,16:31,Late Afternoon,24,3150
2020-06-12,16:31,Late Afternoon,27,3149
2020-06-12,16:31,Late Afternoon,29,3148
2020-06-12,16:31,Late Afternoon,31,3147
2020-06-12,16:31,Late Afternoon,34,3146
2020-06-12,16:31,Late Afternoon,36,3145
2020-06-12,16:31,Late Afternoon,39,3144
2020-06-12,16:31,Late Afternoon,41,3143
2020-06-12,16:31,Late Afternoon,43,3142
2020-06-12,16:31,Late Afternoon,46,3141
2020-06-12,16:31,Late Afternoon,48,3140
2020-06-12,16:31,Late Afternoon,51,3139
2020-06-12,16:31,Late Afternoon,53,3138
2020-06-12,16:31,Late Afternoon,55,3137
2020-06-12,16:31,Late Afternoon,58,3136
2020-06-12,16:32,Late Afternoon,0,3135
2020-06-12,16:32,Late Afternoon,3,3134
2020-06-12,16:32,Late Afternoon,5,3133
2020-06-12,16:32,Late Afternoon,7,3132
2020-06-12,16:32,Late Afternoon,10,3131
2020-06-12,16:32,Late Afternoon,12,3130
2020-06-12,16:32,Late Afternoon,15,3129
2020-06-12,16:32,Late Afternoon,17,3128
2020-06-12,16:32,Late Afternoon,19,3127
2020-06-12,16:32,Late Afternoon,22,3126
2020-06-12,16:32,Late Afternoon,24,3125
2020-06-12,16:32,Late Afternoon,27,3124
2020-06-12,16:32,Late Afternoon,29,3123
2020-06-12,16:32,Late Afternoon,31,3122
2020-06-12,16:32,Late Afternoon,34,3121
2020-06-12,16:32,Late Afternoon,36,3120
2020-06-12,16:32,Late Afternoon,39,3119
2020-06-12,16:32,Late Afternoon,41,3118
2020-06-12,16:32,Late Afternoon,43,3117
2020-06-12,16:32,Late Afternoon,46,3116
2020-06-12,16:32,Late Afternoon,48,3115
2020-06-12,16:32,Late Afternoon,51,3114
2020-06-12,16:32,Late Afternoon,53,3113
2020-06-12,16:32,Late Afternoon,55,3112
2020-06-12,16:32,Late Afternoon,58,3111
2020-06-12,16:33,Late Afternoon,0,3110
2020-06-12,16:33,Late Afternoon,3,3109
2020-06-12,16:33,Late Afternoon,5,3108
2020-06-12,16:33,Late Afternoon,7,3107
2020-06-12,16:33,Late Afternoon,10,3106
2020-06-12,16:33,Late Afternoon,12,3105
2020-06-12,16:33,Late Afternoon,15,3104
2020-06-12,16:33,Late Afternoon,17,3103
2020-06-12,16:33,Late Afternoon,19,3102
2020-06-12,16:33,Late Afternoon,22,3101
2020-06-12,16:33,Late Afternoon,24,3100
2020-06-12,16:33,Late Afternoon,27,3099
2020-06-12,16:33,Late Afternoon,29,3098
2020-06-12,16:33,Late Afternoon,31,3097
2020-06-12,16:33,Late Afternoon,34,3096
2020-06-12,16:33,Late Afternoon,36,3095
2020-06-12,16:33,Late Afternoon,39,3094
2020-06-12,16:33,Late Afternoon,41,3093
2020-06-12,16:33,Late Afternoon,43,3092
2020-06-12,16:33,Late Afternoon,46,3091
2020-06-12,16:33,Late Afternoon,48,3090
2020-06-12,16:33,Late Afternoon,51,3089
2020-06-12,16:33,Late Afternoon,53,3088
2020-06-12,16:33,Late Afternoon,55,3087
2020-06-12,16:33,Late Afternoon,58,3086
2020-06-12,16:34,Late Afternoon,0,3085
2020-06-12,16:34,Late Afternoon,3,3084
2020-06-12,16:34,Late Afternoon,5,3083
2020-06-12,16:34,Late Afternoon,7,3082
2020-06-12,16:34,Late Afternoon,10,3081
2020-06-12,16:34,Late Afternoon,12,3080
2020-06-12,16:34,Late Afternoon,15,3079
2020-06-12,16:34,Late Afternoon,17,3078
2020-06-12,16:34,Late Afternoon,19,3077
2020-06-12,16:34,Late Afternoon,22,3076
2020-06-12,16:34,Late Afternoon,24,3075
2020-06-12,16:34,Late Afternoon,27,3074
2020-06-12,16:34,Late Afternoon,29,3073
2020-06-12,16:34,Late Afternoon,31,3072
2020-06-12,16:34,Late Afternoon,34,3071
2020-06-12,16:34,Late Afternoon,36,3070
2020-06-12,16:34,Late Afternoon,39,3069
2020-06-12,16:34,Late Afternoon,41,3068
2020-06-12,16:34,Late Afternoon,43,3067
2020-06-12,16:34,Late Afternoon,46,3066
2020-06-12,16:34,Late Afternoon,48,3065
2020-06-12,16:34,Late Afternoon,51,3064
2020-06-12,16:34,Late Afternoon,53,3063
2020-06-12,16:34,Late Afternoon,55,3062
2020-06-12,16:34,Late Afternoon,58,3061
2020-06-12,16:35,Late Afternoon,0,3060
2020-06-12,16:35,Late Afternoon,3,3059
2020-06-12,16:35,Late Afternoon,5,3058
2020-06-12,16:35,Late Afternoon,7,3057
2020-06-12,16:35,Late Afternoon,10,3056
2020-06-12,16:35,Late Afternoon,12,3055
2020-06-12,16:35,Late Afternoon,15,3054
2020-06-12,16:35,Late Afternoon,17,3053
2020-06-12,16:35,Late Afternoon,19,3052
2020-06-12,16:35,Late Afternoon,22,3051
2020-06-12,16:35,Late Afternoon,24,3050
2020-06-12,16:35,Late Afternoon,27,3049
2020-06-12,16:35,Late Afternoon,29,3048
2020-06-12,16:35,Late Afternoon,31,3047
2020-06-12,16:35,Late Afternoon,34,3046
2020-06-12,16:35,Late Afternoon,36,3045
2020-06-12,16:35,Late Afternoon,39,3044
2020-06-12,16:35,Late Afternoon,41,3043
2020-06-12,16:35,Late Afternoon,43,3042
2020-06-12,16:35,Late Afternoon,46,3041
2020-06-12,16:35,Late Afternoon,48,3040
2020-06-12,16:35,Late Afternoon,51,3039
2020-06-12,16:35,Late Afternoon,53,3038
2020-06-12,16:35,Late Afternoon,55,3037
2020-06-12,16:35,Late Afternoon,58,3036
2020-06-12,16:36,Late Afternoon,0,3035
2020-06-12,16:36,Late Afternoon,3,3034
2020-06-12,16:36,Late Afternoon,5,3033
2020-06-12,16:36,Late Afternoon,7,3032
2020-06-12,16:36,Late Afternoon,10,3031
2020-06-12,16:36,Late Afternoon,12,3030
2020-06-12,16:36,Late Afternoon,15,3029
2020-06-12,16:36,Late Afternoon,17,3028
2020-06-12,16:36,Late Afternoon,19,3027
2020-06-12,16:36,Late Afternoon,22,3026
2020-06-12,16:36,Late Afternoon,24,3025
2020-06-12,16:36,Late Afternoon,27,3024
2020-06-12,16:36,Late Afternoon,29,3023
2020-06-12,16:36,Late Afternoon,31,3022
2020-06-12,16:36,Late Afternoon,34,3021
2020-06-12,16:36,Late Afternoon,36,3020
2020-06-12,16:36,Late Afternoon,39,3019
2020-06-12,16:36,Late Afternoon,41,3018
2020-06-12,16:36,Late Afternoon,43,3017
2020-06-12,16:36,Late Afternoon,46,3016
2020-06-12,16:36,Late Afternoon,48,3015
2020-06-12,16:36,Late Afternoon,51,3014
2020-06-12,16:36,Late Afternoon,53,3013
2020-06-12,16:36,Late Afternoon,55,3012
2020-06-12,16:36,Late Afternoon,58,3011
2020-06-12,16:37,Late Afternoon,0,3010
2020-06-12,16:37,Late Afternoon,3,3009
2020-06-12,16:37,Late Afternoon,5,3008
2020-06-12,16:37,Late Afternoon,7,3007
2020-06-12,16:37,Late Afternoon,10,3006
2020-06-12,16:37,Late Afternoon,12,3005
2020-06-12,16:37,Late Afternoon,15,3004
2020-06-12,16:37,Late Afternoon,17,3003
2020-06-12,16:37,Late Afternoon,19,3002
2020-06-12,16:37,Late Afternoon,22,3001
2020-06-12,16:37,Late Afternoon,24,3000
2020-06-12,16:37,Late Afternoon,27,2999
2020-06-12,16:37,Late Afternoon,29,2998
2020-06-12,16:37,Late Afternoon,31,2997
2020-06-12,16:37,Late Afternoon,34,2996
2020-06-12,16:37,Late Afternoon,36,2995
2020-06-12,16:37,Late Afternoon,39,2994
2020-06-12,16:37,Late Afternoon,41,2993
2020-06-12,16:37,Late Afternoon,43,2992
2020-06-12,16:37,Late Afternoon,46,2991
2020-06-12,16:37,Late Afternoon,48,2990
2020-06-12,16:37,Late Afternoon,51,2989
2020-06-12,16:37,Late Afternoon,53,2988
2020-06-12,16:37,Late Afternoon,55,2987
2020-06-12,16:37,Late Afternoon,58,2986
2020-06-12,16:38,Late Afternoon,0,2985
2020-06-12,16:38,Late Afternoon,3,2984
2020-06-12,16:38,Late Afternoon,5,2983
2020-06-12,16:38,Late Afternoon,7,2982
2020-06-12,16:38,Late Afternoon,10,2981
2020-06-12,16:38,Late Afternoon,12,2980
2020-06-12,16:38,Late Afternoon,15,2979
2020-06-12,16:38,Late Afternoon,17,2978
2020-06-12,16:38,Late Afternoon,19,2977
2020-06-12,16:38,Late Afternoon,22,2976
2020-06-12,16:38,Late Afternoon,24,2975
2020-06-12,16:38,Late Afternoon,27,2974
2020-06-12,16:38,Late Afternoon,29,2973
2020-06-12,16:38,Late Afternoon,31,2972
2020-06-12,16:38,Late Afternoon,34,2971
2020-06-12,16:38,Late Afternoon,36,2970
2020-06-12,16:38,Late Afternoon,39,2969
2020-06-12,16:38,Late Afternoon,41,2968
2020-06-12,16:38,Late Afternoon,43,2967
2020-06-12,16:38,Late Afternoon,46,2966
2020-06-12,16:38,Late Afternoon,48,2965
2020-06-12,16:38,Late Afternoon,51,2964
2020-06-12,16:38,Late Afternoon,53,2963
2020-06-12,16:38,Late Afternoon,55,2962
2020-06-12,16:38,Late Afternoon,58,2961
2020-06-12,16:39,Late Afternoon,0,2960
2020-06-12,16:39,Late Afternoon,3,2959
2020-06-12,16:39,Late Afternoon,5,2958
2020-06-12,16:39,Late Afternoon,7,2957
2020-06-12,16:39,Late Afternoon,10,2956
2020-06-12,16:39,Late Afternoon,12,2955
2020-06-12,16:39,Late Afternoon,15,2954
2020-06-12,16:39,Late Afternoon,17,2953
2020-06-12,16:39,Late Afternoon,19,2952
2020-06-12,16:39,Late Afternoon,22,2951
2020-06-12,16:39,Late Afternoon,24,2950
2020-06-12,16:39,Late Afternoon,27,2949
2020-06-12,16:39,Late Afternoon,29,2948
2020-06-12,16:39,Late Afternoon,31,2947
2020-06-12,16:39,Late Afternoon,34,2946
2020-06-12,16:39,Late Afternoon,36,2945
2020-06-12,16:39,Late Afternoon,39,2944
2020-06-12,16:39,Late Afternoon,41,2943
2020-06-12,16:39,Late Afternoon,43,2942
2020-06-12,16:39,Late Afternoon,46,2941
2020-06-12,16:39,Late Afternoon,48,2940
2020-06-12,16:39,Late Afternoon,51,2939
2020-06-12,16:39,Late Afternoon,53,2938
2020-06-12,16:39,Late Afternoon,55,2937
2020-06-12,16:39,Late Afternoon,58,2936
2020-06-12,16:40,Late Afternoon,0,2935
2020-06-12,16:40,Late Afternoon,3,2934
2020-06-12,16:40,Late Afternoon,5,2933
2020-06-12,16:40,Late Afternoon,7,2932
2020-06-12,16:40,Late Afternoon,10,2931
2020-06-12,16:40,Late Afternoon,12,2930
2020-06-12,16:40,Late Afternoon,15,2929
2020-06-12,16:40,Late Afternoon,17,2928
2020-06-12,16:40,Late Afternoon,19,2927
2020-06-12,16:40,Late Afternoon,22,2926
2020-06-12,16:40,Late Afternoon,24,2925
2020-06-12,16:40,Late Afternoon,27,2924
2020-06-12,16:40,Late Afternoon,29,2923
2020-06-12,16:40,Late Afternoon,31,2922
2020-06-12,16:40,Late Afternoon,34,2921
2020-06-12,16:40,Late Afternoon,36,2920
2020-06-12,16:40,Late Afternoon,39,2919
2020-06-12,16:40,Late Afternoon,41,2918
2020-06-12,16:40,Late Afternoon,43,2917
2020-06-12,16:40,Late Afternoon,46,2916
2020-06-12,16:40,Late Afternoon,48,2915
2020-06-12,16:40,Late Afternoon,51,2914
2020-06-12,16:40,Late Afternoon,53,2913
2020-06-12,16:40,Late Afternoon,55,2912
2020-06-12,16:40,Late Afternoon,58,2911
2020-06-12,16:41,Late Afternoon,0,2910
2020-06-12,16:41,Late Afternoon,3,2909
2020-06-12,16:41,Late Afternoon,5,2908
2020-06-12,16:41,Late Afternoon,7,2907
2020-06-12,16:41,Late Afternoon,10,2906
2020-06-12,16:41,Late Afternoon,12,2905
2020-06-12,16:41,Late Afternoon,15,2904
2020-06-12,16:41,Late Afternoon,17,2903
2020-06-12,16:41,Late Afternoon,19,2902
2020-06-12,16:41,Late Afternoon,22,2901
2020-06-12,16:41,Late Afternoon,24,2900
2020-06-12,16:41,Late Afternoon,27,2899
2020-06-12,16:41,Late Afternoon,29,2898
2020-06-12,16:41,Late Afternoon,31,2897
2020-06-12,16:41,Late Afternoon,34,2896
2020-06-12,16:41,Late Afternoon,36,2895
2020-06-12,16:41,Late Afternoon,39,2894
2020-06-12,16:41,Late Afternoon,41,2893
2020-06-12,16:41,Late Afternoon,43,2892
2020-06-12,16:41,Late Afternoon,46,2891
2020-06-12,16:41,Late Afternoon,48,2890
2020-06-12,16:41,Late Afternoon,51,2889
2020-06-12,16:41,Late Afternoon,53,2888
2020-06-12,16:41,Late Afternoon,55,2887
2020-06-12,16:41,Late Afternoon,58,2886
2020-06-12,16:42,Late Afternoon,0,2885
2020-06-12,16:42,Late Afternoon,3,2884
2020-06-12,16:42,Late Afternoon,5,2883
2020-06-12,16:42,Late Afternoon,7,2882
2020-06-12,16:42,Late Afternoon,10,2881
2020-06-12,16:42,Late Afternoon,12,2880
2020-06-12,16:42,Late Afternoon,15,2879
2020-06-12,16:42,Late Afternoon,17,2878
2020-06-12,16:42,Late Afternoon,19,2877
2020-06-12,16:42,Late Afternoon,22,2876
2020-06-12,16:42,Late Afternoon,24,2875
2020-06-12,16:42,Late Afternoon,27,2874
2020-06-12,16:42,Late Afternoon,29,2873
2020-06-12,16:42,Late Afternoon,31,2872
2020-06-12,16:42,Late Afternoon,34,2871
2020-06-12,16:42,Late Afternoon,36,2870
2020-06-12,16:42,Late Afternoon,39,2869
2020-06-12,16:42,Late Afternoon,41,2868
2020-06-12,16:42,Late Afternoon,43,2867
2020-06-12,16:42,Late Afternoon,46,2866
2020-06-12,16:42,Late Afternoon,48,2865
2020-06-12,16:42,Late Afternoon,51,2864
2020-06-12,16:42,Late Afternoon,53,2863
2020-06-12,16:42,Late Afternoon,55,2862
2020-06-12,16:42,Late Afternoon,58,2861
2020-06-12,16:43,Late Afternoon,0,2860
2020-06-12,16:43,Late Afternoon,3,2859
2020-06-12,16:43,Late Afternoon,5,2858
2020-06-12,16:43,Late Afternoon,7,2857
2020-06-12,16:43,Late Afternoon,10,2856
2020-06-12,16:43,Late Afternoon,12,2855
2020-06-12,16:43,Late Afternoon,15,2854
2020-06-12,16:43,Late Afternoon,17,2853
2020-06-12,16:43,Late Afternoon,19,2852
2020-06-12,16:43,Late Afternoon,22,2851
2020-06-12,16:43,Late Afternoon,24,2850
2020-06-12,16:43,Late Afternoon,27,2849
2020-06-12,16:43,Late Afternoon,29,2848
2020-06-12,16:43,Late Afternoon,31,2847
2020-06-12,16:43,Late Afternoon,34,2846
2020-06-12,16:43,Late Afternoon,36,2845
2020-06-12,16:43,Late Afternoon,39,2844
2020-06-12,16:43,Late Afternoon,41,2843
2020-06-12,16:43,Late Afternoon,43,2842
2020-06-12,16:43,Late Afternoon,46,2841
2020-06-12,16:43,Late Afternoon,48,2840
2020-06-12,16:43,Late Afternoon,51,2839
2020-06-12,16:43,Late Afternoon,53,2838
2020-06-12,16:43,Late Afternoon,55,2837
2020-06-12,16:43,Late Afternoon,58,2836
2020-06-12,16:44,Late Afternoon,0,2835
2020-06-12,16:44,Late Afternoon,3,2834
2020-06-12,16:44,Late Afternoon,5,2833
2020-06-12,16:44,Late Afternoon,7,2832
2020-06-12,16:44,Late Afternoon,10,2831
2020-06-12,16:44,Late Afternoon,12,2830
2020-06-12,16:44,Late Afternoon,15,2829
2020-06-12,16:44,Late Afternoon,17,2828
2020-06-12,16:44,Late Afternoon,19,2827
2020-06-12,16:44,Late Afternoon,22,2826
2020-06-12,16:44,Late Afternoon,24,2825
2020-06-12,16:44,Late Afternoon,27,2824
2020-06-12,16:44,Late Afternoon,29,2823
2020-06-12,16:44,Late Afternoon,31,2822
2020-06-12,16:44,Late Afternoon,34,2821
2020-06-12,16:44,Late Afternoon,36,2820
2020-06-12,16:44,Late Afternoon,39,2819
2020-06-12,16:44,Late Afternoon,41,2818
2020-06-12,16:44,Late Afternoon,43,2817
2020-06-12,16:44,Late Afternoon,46,2816
2020-06-12,16:44,Late Afternoon,48,2815
2020-06-12,16:44,Late Afternoon,51,2814
2020-06-12,16:44,Late Afternoon,53,2813
2020-06-12,16:44,Late Afternoon,55,2812
2020-06-12,16:44,Late Afternoon,58,2811
2020-06-12,16:45,Late Afternoon,0,2810
2020-06-12,16:45,Late Afternoon,3,2809
2020-06-12,16:45,Late Afternoon,5,2808
2020-06-12,16:45,Late Afternoon,7,2807
2020-06-12,16:45,Late Afternoon,10,2806
2020-06-12,16:45,Late Afternoon,12,2805
2020-06-12,16:45,Late Afternoon,15,2804
2020-06-12,16:45,Late Afternoon,17,2803
2020-06-12,16:45,Late Afternoon,19,2802
2020-06-12,16:45,Late Afternoon,22,2801
2020-06-12,16:45,Late Afternoon,24,2800
2020-06-12,16:45,Late Afternoon,27,2799
2020-06-12,16:45,Late Afternoon,29,2798
2020-06-12,16:45,Late Afternoon,31,2797
2020-06-12,16:45,Late Afternoon,34,2796
2020-06-12,16:45,Late Afternoon,36,2795
2020-06-12,16:45,Late Afternoon,39,2794
2020-06-12,16:45,Late Afternoon,41,2793
2020-06-12,16:45,Late Afternoon,43,2792
2020-06-12,16:45,Late Afternoon,46,2791
2020-06-12,16:45,Late Afternoon,48,2790
2020-06-12,16:45,Late Afternoon,51,2789
2020-06-12,16:45,Late Afternoon,53,2788
2020-06-12,16:45,Late Afternoon,55,2787
2020-06-12,16:45,Late Afternoon,58,2786
2020-06-12,16:46,Late Afternoon,0,2785
2020-06-12,16:46,Late Afternoon,3,2784
2020-06-12,16:46,Late Afternoon,5,2783
2020-06-12,16:46,Late Afternoon,7,2782
2020-06-12,16:46,Late Afternoon,10,2781
2020-06-12,16:46,Late Afternoon,12,2780
2020-06-12,16:46,Late Afternoon,15,2779
2020-06-12,16:46,Late Afternoon,17,2778
2020-06-12,16:46,Late Afternoon,19,2777
2020-06-12,16:46,Late Afternoon,22,2776
2020-06-12,16:46,Late Afternoon,24,2775
2020-06-12,16:46,Late Afternoon,27,2774
2020-06-12,16:46,Late Afternoon,29,2773
2020-06-12,16:46,Late Afternoon,31,2772
2020-06-12,16:46,Late Afternoon,34,2771
2020-06-12,16:46,Late Afternoon,36,2770
2020-06-12,16:46,Late Afternoon,39,2769
2020-06-12,16:46,Late Afternoon,41,2768
2020-06-12,16:46,Late Afternoon,43,2767
2020-06-12,16:46,Late Afternoon,46,2766
2020-06-12,16:46,Late Afternoon,48,2765
2020-06-12,16:46,Late Afternoon,51,2764
2020-06-12,16:46,Late Afternoon,53,2763
2020-06-12,16:46,Late Afternoon,55,2762
2020-06-12,16:46,Late Afternoon,58,2761
2020-06-12,16:47,Late Afternoon,0,2760
2020-06-12,16:47,Late Afternoon,3,2759
2020-06-12,16:47,Late Afternoon,5,2758
2020-06-12,16:47,Late Afternoon,7,2757
2020-06-12,16:47,Late Afternoon,10,2756
2020-06-12,16:47,Late Afternoon,12,2755
2020-06-12,16:47,Late Afternoon,15,2754
2020-06-12,16:47,Late Afternoon,17,2753
2020-06-12,16:47,Late Afternoon,19,2752
2020-06-12,16:47,Late Afternoon,22,2751
2020-06-12,16:47,Late Afternoon,24,2750
2020-06-12,16:47,Late Afternoon,27,2749
2020-06-12,16:47,Late Afternoon,29,2748
2020-06-12,16:47,Late Afternoon,31,2747
2020-06-12,16:47,Late Afternoon,34,2746
2020-06-12,16:47,Late Afternoon,36,2745
2020-06-12,16:47,Late Afternoon,39,2744
2020-06-12,16:47,Late Afternoon,41,2743
2020-06-12,16:47,Late Afternoon,43,2742
2020-06-12,16:47,Late Afternoon,46,2741
2020-06-12,16:47,Late Afternoon,48,2740
2020-06-12,16:47,Late Afternoon,51,2739
2020-06-12,16:47,Late Afternoon,53,2738
2020-06-12,16:47,Late Afternoon,55,2737
2020-06-12,16:47,Late Afternoon,58,2736
2020-06-12,16:48,Late Afternoon,0,2735
2020-06-12,16:48,Late Afternoon,3,2734
2020-06-12,16:48,Late Afternoon,5,2733
2020-06-12,16:48,Late Afternoon,7,2732
2020-06-12,16:48,Late Afternoon,10,2731
2020-06-12,16:48,Late Afternoon,12,2730
2020-06-12,16:48,Late Afternoon,15,2729
2020-06-12,16:48,Late Afternoon,17,2728
2020-06-12,16:48,Late Afternoon,19,2727
2020-06-12,16:48,Late Afternoon,22,2726
2020-06-12,16:48,Late Afternoon,24,2725
2020-06-12,16:48,Late Afternoon,27,2724
2020-06-12,16:48,Late Afternoon,29,2723
2020-06-12,16:48,Late Afternoon,31,2722
2020-06-12,16:48,Late Afternoon,34,2721
2020-06-12,16:48,Late Afternoon,36,2720
2020-06-12,16:48,Late Afternoon,39,2719
2020-06-12,16:48,Late Afternoon,41,2718
2020-06-12,16:48,Late Afternoon,43,2717
2020-06-12,16:48,Late Afternoon,46,2716
2020-06-12,16:48,Late Afternoon,48,2715
2020-06-12,16:48,Late Afternoon,51,2714
2020-06-12,16:48,Late Afternoon,53,2713
2020-06-12,16:48,Late Afternoon,55,2712
2020-06-12,16:48,Late Afternoon,58,2711
2020-06-12,16:49,Late Afternoon,0,2710
2020-06-12,16:49,Late Afternoon,3,2709
2020-06-12,16:49,Late Afternoon,5,2708
2020-06-12,16:49,Late Afternoon,7,2707
2020-06-12,16:49,Late Afternoon,10,2706
2020-06-12,16:49,Late Afternoon,12,2705
2020-06-12,16:49,Late Afternoon,15,2704
2020-06-12,16:49,Late Afternoon,17,2703
2020-06-12,16:49,Late Afternoon,19,2702
2020-06-12,16:49,Late Afternoon,22,2701
2020-06-12,16:49,Late Afternoon,24,2700
2020-06-12,16:49,Late Afternoon,27,2699
2020-06-12,16:49,Late Afternoon,29,2698
2020-06-12,16:49,Late Afternoon,31,2697
2020-06-12,16:49,Late Afternoon,34,2696
2020-06-12,16:49,Late Afternoon,36,2695
2020-06-12,16:49,Late Afternoon,39,2694
2020-06-12,16:49,Late Afternoon,41,2693
2020-06-12,16:49,Late Afternoon,43,2692
2020-06-12,16:49,Late Afternoon,46,2691
2020-06-12,16:49,Late Afternoon,48,2690
2020-06-12,16:49,Late Afternoon,51,2689
2020-06-12,16:49,Late Afternoon,53,2688
2020-06-12,16:49,Late Afternoon,55,2687
2020-06-12,16:49,Late Afternoon,58,2686
2020-06-12,16:50,Late Afternoon,0,2685
2020-06-12,16:50,Late Afternoon,3,2684
2020-06-12,16:50,Late Afternoon,5,2683
2020-06-12,16:50,Late Afternoon,7,2682
2020-06-12,16:50,Late Afternoon,10,2681
2020-06-12,16:50,Late Afternoon,12,2680
2020-06-12,16:50,Late Afternoon,15,2679
2020-06-12,16:50,Late Afternoon,17,2678
2020-06-12,16:50,Late Afternoon,19,2677
2020-06-12,16:50,Late Afternoon,22,2676
2020-06-12,16:50,Late Afternoon,24,2675
2020-06-12,16:50,Late Afternoon,27,2674
2020-06-12,16:50,Late Afternoon,29,2673
2020-06-12,16:50,Late Afternoon,31,2672
2020-06-12,16:50,Late Afternoon,34,2671
2020-06-12,16:50,Late Afternoon,36,2670
2020-06-12,16:50,Late Afternoon,39,2669
2020-06-12,16:50,Late Afternoon,41,2668
2020-06-12,16:50,Late Afternoon,43,2667
2020-06-12,16:50,Late Afternoon,46,2666
2020-06-12,16:50,Late Afternoon,48,2665
2020-06-12,16:50,Late Afternoon,51,2664
2020-06-12,16:50,Late Afternoon,53,2663
2020-06-12,16:50,Late Afternoon,55,2662
2020-06-12,16:50,Late Afternoon,58,2661
2020-06-12,16:51,Late Afternoon,0,2660
2020-06-12,16:51,Late Afternoon,3,2659
2020-06-12,16:51,Late Afternoon,5,2658
2020-06-12,16:51,Late Afternoon,7,2657
2020-06-12,16:51,Late Afternoon,10,2656
2020-06-12,16:51,Late Afternoon,12,2655
2020-06-12,16:51,Late Afternoon,15,2654
2020-06-12,16:51,Late Afternoon,17,2653
2020-06-12,16:51,Late Afternoon,19,2652
2020-06-12,16:51,Late Afternoon,22,2651
2020-06-12,16:51,Late Afternoon,24,2650
2020-06-12,16:51,Late Afternoon,27,2649
2020-06-12,16:51,Late Afternoon,29,2648
2020-06-12,16:51,Late Afternoon,31,2647
2020-06-12,16:51,Late Afternoon,34,2646
2020-06-12,16:51,Late Afternoon,36,2645
2020-06-12,16:51,Late Afternoon,39,2644
2020-06-12,16:51,Late Afternoon,41,2643
2020-06-12,16:51,Late Afternoon,43,2642
2020-06-12,16:51,Late Afternoon,46,2641
2020-06-12,16:51,Late Afternoon,48,2640
2020-06-12,16:51,Late Afternoon,51,2639
2020-06-12,16:51,Late Afternoon,53,2638
2020-06-12,16:51,Late Afternoon,55,2637
